Case ID,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight,Compliance
Case 1102,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1104,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1109,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1110,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1111,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1112,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1113,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1116,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1122,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1124,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1129,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 114,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1142,4,¡¢¥­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1144,4,¡¢¥­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1145,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 115,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1156,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1159,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1164,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1176,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1179,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1185,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1193,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 12,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1221,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1235,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1238,4,¡¢¥­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1239,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1246,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1269,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1272,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1275,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1290,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1292,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1299,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 13,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1301,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1303,4,¡¢¥­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1304,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1305,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 131,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1313,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1314,4,¡¢¥¦,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1315,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1318,4,¡¢¥­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1319,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1323,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1332,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1356,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1358,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1364,4,¡¢¥­,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 1366,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1375,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1386,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1387,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1388,4,¡¢¥­,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 1393,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1396,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1397,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1398,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 140,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1407,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1409,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1420,4,¡¢¥¨,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 143,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1432,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1433,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 144,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1441,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1445,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1449,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 145,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1450,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1451,4,¡¢¥­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1457,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1460,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1464,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1465,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1466,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 147,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1471,4,¡¢¥­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1478,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1484,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1487,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1495,4,¡¢¥­,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 15,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1507,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1509,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1510,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 154,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1543,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1553,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1562,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1571,4,¡¢¥¥,¥¥¥,¢¢£¤,0.0,0.0,0.7,Satisfied
Case 1577,4,§¡¡¢,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1580,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1587,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1604,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1605,4,¡¢¢¥,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1609,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1615,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1650,4,¡¦¦¬,¬­£¤,¢¥£¤,0.5,0.33333333333333326,0.7,Satisfied
Case 1658,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1674,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1679,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1681,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1691,4,§¡¢¥,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1697,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1709,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1711,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1718,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1723,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1730,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1735,4,¡­££,¤,¤,1.0,1.0,0.7,Satisfied
Case 1746,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1754,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1760,4,¡¢£¢,¥¢£¤,£¤,0.5,0.5,0.7,Satisfied
Case 1764,4,¡­££,¤,¤,1.0,1.0,0.7,Satisfied
Case 1772,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1787,4,¡¢¥¥,££¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 1788,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1795,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1799,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 18,4,¡¢££,¤,¤,1.0,1.0,0.7,Satisfied
Case 1813,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1814,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1823,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1826,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1831,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 184,4,¡¢¢¥,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1848,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1860,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1868,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1874,4,§¡¢¥,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 1884,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1892,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1900,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1901,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1903,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 191,4,¡¡¢£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1916,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 192,4,¡¡¢£,¤¢£¤,¤,0.25,0.33333333333333326,0.7,Satisfied
Case 193,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 1978,4,¡¥¢¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 1980,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 20,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2007,4,¡¢­£,£¤,¤,0.5,0.5,0.7,Satisfied
Case 202,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2021,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2022,4,¡¡¡¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 2035,4,¡¢¦­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2050,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2059,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2062,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2081,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2092,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 210,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2103,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2104,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2105,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2112,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2117,4,¡¥¥£,¢££¤,¤,0.25,0.33333333333333326,0.7,Satisfied
Case 2123,4,¡¡¢£,£¤,¤,0.5,0.5,0.7,Satisfied
Case 2126,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2134,4,¡¥¢£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2143,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2152,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2163,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2168,4,¡¢¥¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 2177,4,¡¥¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2183,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2191,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2197,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2211,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2219,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2236,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2239,4,¡¢££,¢¥£¤,¤,0.25,0.25,0.7,Satisfied
Case 2245,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2267,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2279,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2285,4,¡¥¢¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 2290,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 230,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 2300,4,¡¢­­,¦­,£¤,0.0,0.0,0.7,Satisfied
Case 2302,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2308,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 232,4,¡¢¥¥,££¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 233,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2335,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2342,4,¡¢¥¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 2346,4,§¡¢¥,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2348,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 235,4,§¡¢¥,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2356,4,¡¢¥¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 2368,4,¡¡¢£,¢£££­¢¥¥£¤,¤,0.09999999999999998,0.19999999999999996,0.7,Satisfied
Case 237,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2375,4,¡¡¡¢,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2380,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2381,4,¡¡¡£,£¤,¤,0.5,0.5,0.7,Satisfied
Case 2398,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2399,4,¡¢¢£,¤,£¤,0.5,0.5,0.7,Satisfied
Case 2417,4,¡¢¥­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2432,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2447,4,¡¢¢£,¤,£¤,0.5,0.5,0.7,Satisfied
Case 2451,4,¡¢¦­,­£,£¤,0.0,0.33333333333333326,0.7,Satisfied
Case 2452,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2455,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2458,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2466,4,¡¢­­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2473,4,¡¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 2476,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2481,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2490,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 2498,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2499,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2504,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2512,4,¡¢¥£,£¤,¤,0.5,0.5,0.7,Satisfied
Case 2514,4,¡¢¥¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 2522,4,¡¢¥£,£¤,¤,0.5,0.5,0.7,Satisfied
Case 2550,4,¡¢¥¥,££¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 2555,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2558,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2569,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2571,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2581,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 2585,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2591,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2596,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2599,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2609,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2611,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2613,4,¡¢¥¥,¥££¤,¢¢£¤,0.5,0.5,0.7,Satisfied
Case 2614,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 262,4,¡¢¥£,¥£¤,¤,0.33333333333333337,0.33333333333333326,0.7,Satisfied
Case 2620,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2631,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2659,4,¡¢¥¥,¢£¤,¢¢£¤,0.75,1.0,0.7,Satisfied
Case 2665,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2666,4,¡¡¢¥,¥£¤,¢£¤,0.6666666666666667,0.5,0.7,Satisfied
Case 2667,4,¡¢¥¥,£¢¥£¤,¢¢£¤,0.6,0.75,0.7,Satisfied
Case 2668,4,¡¡¢­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2674,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2681,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2700,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2713,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2716,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2720,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2721,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2734,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2765,4,¡¢¥¥,£¤,¢¢£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 2774,4,¡££¢,£¤,¤,0.5,0.5,0.7,Satisfied
Case 2776,4,¢¥¢¥,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 2777,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2788,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 28,4,¡¢¦­,­£,£¤,0.0,0.33333333333333326,0.7,Satisfied
Case 2826,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2834,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2839,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2848,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2860,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2866,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2873,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2875,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2881,4,¡­­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2891,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2897,4,¡¢­¢,£¤,££¤,0.6666666666666667,1.0,0.7,Satisfied
Case 2910,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2918,4,¡¢­¢,£¤,££¤,0.6666666666666667,1.0,0.7,Satisfied
Case 2931,4,¡¢¥­,££¤,£¤,0.6666666666666667,1.0,0.7,Satisfied
Case 2932,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2934,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2949,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 296,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2962,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2964,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2966,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2968,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2970,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 2975,4,¡¥¡¢,¥¥¢£¤,¢£¤,0.6,0.75,0.7,Satisfied
Case 2981,4,¡¡¢­,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 2984,4,¡¢££,¤,¤,1.0,1.0,0.7,Satisfied
Case 299,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 2992,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3009,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 3010,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3013,4,¡¢¢¥,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 3015,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3016,4,¡¡¢£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3034,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3037,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3038,4,¡¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 3058,4,¡¢­£,£¤,¤,0.5,0.5,0.7,Satisfied
Case 3059,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3061,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3071,4,¡¢¦­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 3073,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3078,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3082,4,¡¡¢¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 3083,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 31,4,¡¢¦­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 3103,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3113,4,¡¢¥¥,¢¥£¤,¢¢£¤,0.75,0.75,0.7,Satisfied
Case 3118,4,¡¢¥¥,¦£¤,¢¢£¤,0.5,0.5,0.7,Satisfied
Case 3121,4,¡¢£¡,¢£¤,¤,0.33333333333333337,0.33333333333333326,0.7,Satisfied
Case 3126,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 313,4,¡¢¥­,¥££¤,£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 3139,4,¡¢­¢,£¤,££¤,0.6666666666666667,1.0,0.7,Satisfied
Case 3142,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3145,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 317,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3172,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3176,4,¡¢­¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.7,Satisfied
Case 3182,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3184,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3186,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3192,4,¡¢¦£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3212,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3214,4,¡¢¦£,¤,¤,1.0,1.0,0.7,Satisfied
Case 323,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3249,4,¡¢­­,¢££¤,£¤,0.5,0.6666666666666666,0.7,Satisfied
Case 3251,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 326,4,¡¢­­,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 3276,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3288,4,¡¢¥£,£¤,¤,0.5,0.5,0.7,Satisfied
Case 3294,4,¡¢¥¢,£¤,£¤,1.0,1.0,0.7,Satisfied
Case 331,4,¡¢­£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3314,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 332,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3323,4,¡¢¦­,­£,£¤,0.0,0.33333333333333326,0.7,Satisfied
Case 3324,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 333,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3344,4,¡££¢,££¤,¤,0.33333333333333337,0.5,0.7,Satisfied
Case 3349,4,¡¢¥£,¤,¤,1.0,1.0,0.7,Satisfied
Case 3351,4,¡¢££,¤,¤,1.0,1.0,0.7,Satisfied
